rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,hour,min,sec,status,latitude,lat_hemisphere,longitude,long_hemisphere,speed,course,date,month,year,mag_variation,mag_var_direction,mode
1477388577067700242,,544067,,1477388577,66766399,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577076318491,,544068,,1477388577,75622277,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577086347937,,544069,,1477388577,84508063,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577098928468,,544070,,1477388577,93320995,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577105570289,,544071,,1477388577,102208664,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577112403958,,544072,,1477388577,111038027,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577121467150,,544073,,1477388577,119964633,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577129238030,,544074,,1477388577,128710808,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577137831416,,544075,,1477388577,137531468,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577146873394,,544076,,1477388577,146431874,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577155919876,,544077,,1477388577,155273420,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577168917922,,544078,,1477388577,164117713,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577174921980,,544079,,1477388577,172977221,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577183656840,,544080,,1477388577,181875803,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577196265490,,544081,,1477388577,190703155,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577199896381,,544082,,1477388577,199498502,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577208916464,,544083,,1477388577,208353353,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577219543672,,544084,,1477388577,217222004,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577226996903,,544085,,1477388577,226064340,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577235413820,,544086,,1477388577,234898331,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577246779399,,544087,,1477388577,245125922,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
